20865,1,1,2,,,,,,,,,,,,,,
20866,1,1,2,,,,,,,,,,,,,,
20867,1,1,2,,,,,,,,,,,,,,
20868,1,1,2,,,,,,,,,,,,,,
20869,0,0,0,,,,,,,,,,,,,,
20870,0,1,1,,,,,,,,,,,,,,
20871,1,1,2,,,,,,,,,,,,,,
20872,1,1,2,,,,,,,,,,,,,,
20873,0,0,0,,,,,,,,,,,,,,
20874,0,0,0,,,,,,,,,,,,,,
20875,1,0,1,,,,,,,,,,,,,,
20876,0,0,0,,,,,,,,,,,,,,
20877,0,0,0,,,,,,,,,,,,,,
20878,1,1,2,,,,,,,,,,,,,,
20879,0,0,0,,,,,,,,,,,,,,
20880,0,0,0,,,,,,,,,,,,,,
20881,1,1,2,,,,,,,,,,,,,,
20882,0,0,0,,,,,,,,,,,,,,
20883,1,1,2,,,,,,,,,,,,,,
20884,1,1,2,,,,,,,,,,,,,,
20885,1,1,2,,,,,,,,,,,,,,
20886,1,0,1,,,,,,,,,,,,,,
20887,0,0,0,,,,,,,,,,,,,,
20888,0,0,0,,,,,,,,,,,,,,
20889,0,0,0,,,,,,,,,,,,,,
20890,1,1,2,,,,,,,,,,,,,,
20891,0,0,0,,,,,,,,,,,,,,
20892,0,0,0,,,,,,,,,,,,,,
20893,1,1,2,,,,,,,,,,,,,,
20894,1,1,2,,,,,,,,,,,,,,
20895,0,0,0,,,,,,,,,,,,,,
20896,0,0,0,,,,,,,,,,,,,,
20897,0,0,0,,,,,,,,,,,,,,
20898,1,1,2,,,,,,,,,,,,,,
20899,1,1,2,,,,,,,,,,,,,,
20900,0,0,0,,,,,,,,,,,,,,
20901,1,1,2,,,,,,,,,,,,,,
20902,0,0,0,,,,,,,,,,,,,,
20903,0,0,0,,,,,,,,,,,,,,
20904,0,0,0,,,,,,,,,,,,,,
20905,0,0,0,,,,,,,,,,,,,,
20906,1,1,2,,,,,,,,,,,,,,
20907,0,0,0,,,,,,,,,,,,,,
20908,1,1,2,,,,,,,,,,,,,,
20909,1,1,2,,,,,,,,,,,,,,
20910,1,1,2,,,,,,,,,,,,,,
20911,1,1,2,,,,,,,,,,,,,,
20912,0,0,0,,,,,,,,,,,,,,
20913,0,0,0,,,,,,,,,,,,,,
20914,0,0,0,,,,,,,,,,,,,,
20915,0,0,0,,,,,,,,,,,,,,
20916,0,0,0,,,,,,,,,,,,,,
20917,1,1,2,,,,,,,,,,,,,,
20918,0,0,0,,,,,,,,,,,,,,
20919,1,1,2,,,,,,,,,,,,,,
20920,1,1,2,,,,,,,,,,,,,,
20921,0,0,0,,,,,,,,,,,,,,
20922,1,1,2,,,,,,,,,,,,,,
20923,0,0,0,,,,,,,,,,,,,,
20924,1,0,1,,,,,,,,,,,,,,
20925,1,1,2,,,,,,,,,,,,,,
20926,1,1,2,,,,,,,,,,,,,,
20927,0,0,0,,,,,,,,,,,,,,
20928,1,1,2,,,,,,,,,,,,,,
20929,0,0,0,,,,,,,,,,,,,,
20930,1,1,2,,,,,,,,,,,,,,
20931,0,0,0,,,,,,,,,,,,,,
20932,1,1,2,,,,,,,,,,,,,,
20933,0,0,0,,,,,,,,,,,,,,
20934,0,0,0,,,,,,,,,,,,,,
20935,0,0,0,,,,,,,,,,,,,,
20936,0,0,0,,,,,,,,,,,,,,
20937,1,0,1,,,,,,,,,,,,,,
20938,1,1,2,,,,,,,,,,,,,,
20939,1,1,2,,,,,,,,,,,,,,
20940,1,1,2,,,,,,,,,,,,,,
20941,0,0,0,,,,,,,,,,,,,,
20942,1,1,2,,,,,,,,,,,,,,
20943,1,1,2,,,,,,,,,,,,,,
20944,1,1,2,,,,,,,,,,,,,,
20945,0,0,0,,,,,,,,,,,,,,
20946,1,1,2,,,,,,,,,,,,,,
20947,1,1,2,,,,,,,,,,,,,,
20948,0,0,0,,,,,,,,,,,,,,
20949,0,0,0,,,,,,,,,,,,,,
20950,1,1,2,,,,,,,,,,,,,,
20951,1,0,1,,,,,,,,,,,,,,
20952,0,0,0,,,,,,,,,,,,,,
20953,1,1,2,,,,,,,,,,,,,,
20954,0,0,0,,,,,,,,,,,,,,
20955,1,1,2,,,,,,,,,,,,,,
20956,0,0,0,,,,,,,,,,,,,,
20957,1,1,2,,,,,,,,,,,,,,
20958,1,0,1,,,,,,,,,,,,,,
20959,1,1,2,,,,,,,,,,,,,,
20960,1,1,2,,,,,,,,,,,,,,
20961,1,1,2,,,,,,,,,,,,,,
20962,1,1,2,,,,,,,,,,,,,,
20963,1,1,2,,,,,,,,,,,,,,
20964,0,0,0,,,,,,,,,,,,,,
20965,1,1,2,,,,,,,,,,,,,,
20966,1,0,1,,,,,,,,,,,,,,
20967,1,1,2,,,,,,,,,,,,,,
20968,1,1,2,,,,,,,,,,,,,,
20969,0,0,0,,,,,,,,,,,,,,
20970,0,0,0,,,,,,,,,,,,,,
20971,0,0,0,,,,,,,,,,,,,,
20972,0,0,0,,,,,,,,,,,,,,
20973,1,1,2,,,,,,,,,,,,,,
20974,0,0,0,,,,,,,,,,,,,,
20975,0,0,0,,,,,,,,,,,,,,
20976,0,0,0,,,,,,,,,,,,,,
20977,0,0,0,,,,,,,,,,,,,,
20978,0,0,0,,,,,,,,,,,,,,
20979,0,0,0,,,,,,,,,,,,,,
20980,0,0,0,,,,,,,,,,,,,,
20981,0,0,0,,,,,,,,,,,,,,
20982,0,0,0,,,,,,,,,,,,,,
20983,1,1,2,,,,,,,,,,,,,,
20984,0,0,0,,,,,,,,,,,,,,
20985,1,1,2,,,,,,,,,,,,,,
20986,1,1,2,,,,,,,,,,,,,,
20987,1,0,1,,,,,,,,,,,,,,
20988,1,1,2,,,,,,,,,,,,,,
20989,0,0,0,,,,,,,,,,,,,,
20990,1,1,2,,,,,,,,,,,,,,
20991,0,0,0,,,,,,,,,,,,,,
20992,0,0,0,,,,,,,,,,,,,,
20993,0,0,0,,,,,,,,,,,,,,
20994,1,1,2,,,,,,,,,,,,,,
20995,1,1,2,,,,,,,,,,,,,,
20996,1,1,2,,,,,,,,,,,,,,
20997,1,1,2,,,,,,,,,,,,,,
20998,1,1,2,,,,,,,,,,,,,,
20999,0,0,0,,,,,,,,,,,,,,
21000,0,0,0,,,,,,,,,,,,,,
21001,1,1,2,,,,,,,,,,,,,,
21002,0,0,0,,,,,,,,,,,,,,
21003,1,1,2,,,,,,,,,,,,,,
21004,1,1,2,,,,,,,,,,,,,,
21005,1,1,2,,,,,,,,,,,,,,
21006,1,1,2,,,,,,,,,,,,,,
21007,1,1,2,,,,,,,,,,,,,,
21008,0,0,0,,,,,,,,,,,,,,
21009,1,0,1,,,,,,,,,,,,,,
21010,0,0,0,,,,,,,,,,,,,,
21011,1,1,2,,,,,,,,,,,,,,
21012,1,1,2,,,,,,,,,,,,,,
21013,0,0,0,,,,,,,,,,,,,,
21014,1,1,2,,,,,,,,,,,,,,
21015,1,1,2,,,,,,,,,,,,,,
21016,1,1,2,,,,,,,,,,,,,,
21017,0,0,0,,,,,,,,,,,,,,
21018,0,0,0,,,,,,,,,,,,,,
21019,1,1,2,,,,,,,,,,,,,,
21020,0,0,0,,,,,,,,,,,,,,
21021,1,1,2,,,,,,,,,,,,,,
21022,0,0,0,,,,,,,,,,,,,,
21023,0,0,0,,,,,,,,,,,,,,
21024,0,1,1,,,,,,,,,,,,,,
21025,1,1,2,,,,,,,,,,,,,,
21026,1,1,2,,,,,,,,,,,,,,
21027,1,1,2,,,,,,,,,,,,,,
21028,0,0,0,,,,,,,,,,,,,,
21029,0,0,0,,,,,,,,,,,,,,
21030,0,0,0,,,,,,,,,,,,,,
21031,0,0,0,,,,,,,,,,,,,,
21032,1,1,2,,,,,,,,,,,,,,
21033,1,1,2,,,,,,,,,,,,,,
21034,1,1,2,,,,,,,,,,,,,,
21035,1,1,2,,,,,,,,,,,,,,
21036,1,1,2,,,,,,,,,,,,,,
21037,1,1,2,,,,,,,,,,,,,,
21038,1,1,2,,,,,,,,,,,,,,
21039,0,0,0,,,,,,,,,,,,,,
21040,1,1,2,,,,,,,,,,,,,,
21041,1,1,2,,,,,,,,,,,,,,
21042,0,0,0,,,,,,,,,,,,,,
21043,1,1,2,,,,,,,,,,,,,,
21044,1,1,2,,,,,,,,,,,,,,
21045,0,0,0,,,,,,,,,,,,,,
21046,1,0,1,,,,,,,,,,,,,,
21047,1,1,2,,,,,,,,,,,,,,
21048,0,0,0,,,,,,,,,,,,,,
21049,1,1,2,,,,,,,,,,,,,,
21050,1,1,2,,,,,,,,,,,,,,
21051,1,1,2,,,,,,,,,,,,,,
21052,1,1,2,,,,,,,,,,,,,,
21053,0,0,0,,,,,,,,,,,,,,
21054,1,1,2,,,,,,,,,,,,,,
21055,0,0,0,,,,,,,,,,,,,,
21056,0,0,0,,,,,,,,,,,,,,
21057,1,1,2,,,,,,,,,,,,,,
21058,1,1,2,,,,,,,,,,,,,,
21059,1,1,2,,,,,,,,,,,,,,
21060,0,0,0,,,,,,,,,,,,,,
21061,1,1,2,,,,,,,,,,,,,,
21062,1,1,2,,,,,,,,,,,,,,
21063,0,0,0,,,,,,,,,,,,,,
21064,1,1,2,,,,,,,,,,,,,,
21065,1,1,2,,,,,,,,,,,,,,
21066,1,1,2,,,,,,,,,,,,,,
21067,1,1,2,,,,,,,,,,,,,,
21068,0,0,0,,,,,,,,,,,,,,
21069,1,1,2,,,,,,,,,,,,,,
21070,0,0,0,,,,,,,,,,,,,,
21071,0,0,0,,,,,,,,,,,,,,
21072,1,1,2,,,,,,,,,,,,,,
21073,1,1,2,,,,,,,,,,,,,,
21074,0,0,0,,,,,,,,,,,,,,
21075,0,0,0,,,,,,,,,,,,,,
21076,0,0,0,,,,,,,,,,,,,,
21077,0,0,0,,,,,,,,,,,,,,
21078,0,0,0,,,,,,,,,,,,,,
21079,1,1,2,,,,,,,,,,,,,,
21080,1,1,2,,,,,,,,,,,,,,
21081,1,1,2,,,,,,,,,,,,,,
21082,0,0,0,,,,,,,,,,,,,,
21083,1,1,2,,,,,,,,,,,,,,
21084,1,1,2,,,,,,,,,,,,,,
21085,0,0,0,,,,,,,,,,,,,,
21086,0,0,0,,,,,,,,,,,,,,
21087,1,1,2,,,,,,,,,,,,,,
21088,0,0,0,,,,,,,,,,,,,,
21089,0,1,1,,,,,,,,,,,,,,
21090,0,0,0,,,,,,,,,,,,,,
21091,1,1,2,,,,,,,,,,,,,,
21092,0,0,0,,,,,,,,,,,,,,
21093,1,1,2,,,,,,,,,,,,,,
21094,1,1,2,,,,,,,,,,,,,,
21095,1,1,2,,,,,,,,,,,,,,
21096,1,1,2,,,,,,,,,,,,,,
21097,0,0,0,,,,,,,,,,,,,,
21098,1,1,2,,,,,,,,,,,,,,
21099,0,0,0,,,,,,,,,,,,,,
21100,0,0,0,,,,,,,,,,,,,,
21101,0,0,0,,,,,,,,,,,,,,
21102,1,1,2,,,,,,,,,,,,,,
21103,1,1,2,,,,,,,,,,,,,,
21104,1,1,2,,,,,,,,,,,,,,
21105,0,0,0,,,,,,,,,,,,,,
21106,1,1,2,,,,,,,,,,,,,,
21107,1,1,2,,,,,,,,,,,,,,
21108,0,0,0,,,,,,,,,,,,,,
21109,0,0,0,,,,,,,,,,,,,,
21110,0,0,0,,,,,,,,,,,,,,
21111,1,1,2,,,,,,,,,,,,,,
21112,1,1,2,,,,,,,,,,,,,,
21113,0,0,0,,,,,,,,,,,,,,
21114,1,0,1,,,,,,,,,,,,,,
21115,1,1,2,,,,,,,,,,,,,,
21116,0,0,0,,,,,,,,,,,,,,
21117,1,1,2,,,,,,,,,,,,,,
21118,0,0,0,,,,,,,,,,,,,,
21119,1,1,2,,,,,,,,,,,,,,
21120,0,0,0,,,,,,,,,,,,,,
21121,0,0,0,,,,,,,,,,,,,,
21122,1,0,1,,,,,,,,,,,,,,
21123,1,1,2,,,,,,,,,,,,,,
21124,0,0,0,,,,,,,,,,,,,,
21125,1,1,2,,,,,,,,,,,,,,
21126,1,1,2,,,,,,,,,,,,,,
21127,0,0,0,,,,,,,,,,,,,,
21128,0,0,0,,,,,,,,,,,,,,
21129,1,1,2,,,,,,,,,,,,,,
21130,1,1,2,,,,,,,,,,,,,,
21131,0,0,0,,,,,,,,,,,,,,
21132,1,1,2,,,,,,,,,,,,,,
21133,1,1,2,,,,,,,,,,,,,,
21134,0,0,0,,,,,,,,,,,,,,
21135,1,1,2,,,,,,,,,,,,,,
21136,1,1,2,,,,,,,,,,,,,,
21137,0,0,0,,,,,,,,,,,,,,
21138,0,0,0,,,,,,,,,,,,,,
21139,0,0,0,,,,,,,,,,,,,,
21140,1,1,2,,,,,,,,,,,,,,
21141,0,0,0,,,,,,,,,,,,,,
21142,1,1,2,,,,,,,,,,,,,,
21143,0,0,0,,,,,,,,,,,,,,
21144,1,1,2,,,,,,,,,,,,,,
21145,0,0,0,,,,,,,,,,,,,,
21146,1,0,1,,,,,,,,,,,,,,
21147,1,1,2,,,,,,,,,,,,,,
21148,0,0,0,,,,,,,,,,,,,,
21149,1,1,2,,,,,,,,,,,,,,
21150,0,0,0,,,,,,,,,,,,,,
21151,0,0,0,,,,,,,,,,,,,,
21152,1,1,2,,,,,,,,,,,,,,
21153,1,1,2,,,,,,,,,,,,,,
21154,0,0,0,,,,,,,,,,,,,,
21155,1,1,2,,,,,,,,,,,,,,
21156,1,1,2,,,,,,,,,,,,,,
21157,1,0,1,,,,,,,,,,,,,,
21158,0,0,0,,,,,,,,,,,,,,
21159,0,0,0,,,,,,,,,,,,,,
21160,1,1,2,,,,,,,,,,,,,,
21161,0,0,0,,,,,,,,,,,,,,
21162,1,1,2,,,,,,,,,,,,,,
21163,1,1,2,,,,,,,,,,,,,,
21164,1,1,2,,,,,,,,,,,,,,
21165,0,0,0,,,,,,,,,,,,,,
21166,1,1,2,,,,,,,,,,,,,,
21167,1,1,2,,,,,,,,,,,,,,
21168,1,0,1,,,,,,,,,,,,,,
21169,0,0,0,,,,,,,,,,,,,,
21170,0,0,0,,,,,,,,,,,,,,
21171,1,1,2,,,,,,,,,,,,,,
21172,0,0,0,,,,,,,,,,,,,,
21173,0,0,0,,,,,,,,,,,,,,
21174,1,1,2,,,,,,,,,,,,,,
21175,0,0,0,,,,,,,,,,,,,,
21176,1,1,2,,,,,,,,,,,,,,
21177,1,1,2,,,,,,,,,,,,,,
21178,0,0,0,,,,,,,,,,,,,,
21179,0,0,0,,,,,,,,,,,,,,
21180,0,0,0,,,,,,,,,,,,,,
21181,1,1,2,,,,,,,,,,,,,,
21182,1,1,2,,,,,,,,,,,,,,
21183,1,0,1,,,,,,,,,,,,,,
21184,1,1,2,,,,,,,,,,,,,,
21185,1,1,2,,,,,,,,,,,,,,
21186,1,0,1,,,,,,,,,,,,,,
21187,1,1,2,,,,,,,,,,,,,,
21188,0,0,0,,,,,,,,,,,,,,
21189,0,0,0,,,,,,,,,,,,,,
21190,1,1,2,,,,,,,,,,,,,,
21191,1,1,2,,,,,,,,,,,,,,
21192,0,0,0,,,,,,,,,,,,,,
21193,1,1,2,,,,,,,,,,,,,,
21194,0,0,0,,,,,,,,,,,,,,
21195,1,1,2,,,,,,,,,,,,,,
21196,1,1,2,,,,,,,,,,,,,,
21197,0,0,0,,,,,,,,,,,,,,
21198,1,0,1,,,,,,,,,,,,,,
21199,0,0,0,,,,,,,,,,,,,,
21200,0,0,0,,,,,,,,,,,,,,
21201,0,0,0,,,,,,,,,,,,,,
21202,0,0,0,,,,,,,,,,,,,,
21203,0,0,0,,,,,,,,,,,,,,
21204,1,1,2,,,,,,,,,,,,,,
21205,0,0,0,,,,,,,,,,,,,,
21206,0,0,0,,,,,,,,,,,,,,
21207,1,1,2,,,,,,,,,,,,,,
21208,0,0,0,,,,,,,,,,,,,,
21209,0,0,0,,,,,,,,,,,,,,
21210,1,0,1,,,,,,,,,,,,,,
21211,0,0,0,,,,,,,,,,,,,,
21212,0,0,0,,,,,,,,,,,,,,
21213,0,0,0,,,,,,,,,,,,,,
21214,0,0,0,,,,,,,,,,,,,,
21215,0,0,0,,,,,,,,,,,,,,
21216,0,0,0,,,,,,,,,,,,,,
21217,0,0,0,,,,,,,,,,,,,,
21218,1,1,2,,,,,,,,,,,,,,
21219,0,0,0,,,,,,,,,,,,,,
21220,0,0,0,,,,,,,,,,,,,,
21221,0,0,0,,,,,,,,,,,,,,
21222,1,1,2,,,,,,,,,,,,,,
21223,0,0,0,,,,,,,,,,,,,,
21224,1,0,1,,,,,,,,,,,,,,
21225,1,1,2,,,,,,,,,,,,,,
21226,0,0,0,,,,,,,,,,,,,,
21227,1,1,2,,,,,,,,,,,,,,
21228,0,0,0,,,,,,,,,,,,,,
21229,0,0,0,,,,,,,,,,,,,,
21230,0,0,0,,,,,,,,,,,,,,
21231,1,1,2,,,,,,,,,,,,,,
21232,0,0,0,,,,,,,,,,,,,,
21233,1,1,2,,,,,,,,,,,,,,
21234,0,0,0,,,,,,,,,,,,,,
21235,0,0,0,,,,,,,,,,,,,,
21236,0,0,0,,,,,,,,,,,,,,
21237,1,1,2,,,,,,,,,,,,,,
21238,1,1,2,,,,,,,,,,,,,,
21239,0,0,0,,,,,,,,,,,,,,
21240,1,1,2,,,,,,,,,,,,,,
21241,0,0,0,,,,,,,,,,,,,,
21242,1,1,2,,,,,,,,,,,,,,
21243,0,0,0,,,,,,,,,,,,,,
21244,0,0,0,,,,,,,,,,,,,,
21245,1,1,2,,,,,,,,,,,,,,
21246,0,0,0,,,,,,,,,,,,,,
21247,1,1,2,,,,,,,,,,,,,,
21248,0,0,0,,,,,,,,,,,,,,
21249,0,0,0,,,,,,,,,,,,,,
21250,1,1,2,,,,,,,,,,,,,,
21251,1,1,2,,,,,,,,,,,,,,
21252,1,1,2,,,,,,,,,,,,,,
21253,1,1,2,,,,,,,,,,,,,,
21254,0,0,0,,,,,,,,,,,,,,
21255,0,0,0,,,,,,,,,,,,,,
21256,0,0,0,,,,,,,,,,,,,,
21257,0,0,0,,,,,,,,,,,,,,
21258,1,1,2,,,,,,,,,,,,,,
21259,0,0,0,,,,,,,,,,,,,,
21260,0,0,0,,,,,,,,,,,,,,
21261,0,0,0,,,,,,,,,,,,,,
21262,0,0,0,,,,,,,,,,,,,,
21263,0,0,0,,,,,,,,,,,,,,
21264,0,0,0,,,,,,,,,,,,,,
21265,0,0,0,,,,,,,,,,,,,,
21266,0,0,0,,,,,,,,,,,,,,
21267,0,0,0,,,,,,,,,,,,,,
21268,0,0,0,,,,,,,,,,,,,,
21269,0,0,0,,,,,,,,,,,,,,
21270,1,1,2,,,,,,,,,,,,,,
21271,0,0,0,,,,,,,,,,,,,,
21272,0,0,0,,,,,,,,,,,,,,
21273,0,0,0,,,,,,,,,,,,,,
21274,1,1,2,,,,,,,,,,,,,,
21275,0,0,0,,,,,,,,,,,,,,
21276,1,1,2,,,,,,,,,,,,,,
21277,1,1,2,,,,,,,,,,,,,,
21278,0,0,0,,,,,,,,,,,,,,
21279,1,1,2,,,,,,,,,,,,,,
21280,1,1,2,,,,,,,,,,,,,,
21281,1,0,1,,,,,,,,,,,,,,
21282,1,1,2,,,,,,,,,,,,,,
21283,0,0,0,,,,,,,,,,,,,,
21284,0,0,0,,,,,,,,,,,,,,
21285,0,0,0,,,,,,,,,,,,,,
21286,1,1,2,,,,,,,,,,,,,,
21287,1,1,2,,,,,,,,,,,,,,
21288,1,0,1,,,,,,,,,,,,,,
21289,0,0,0,,,,,,,,,,,,,,
21290,0,0,0,,,,,,,,,,,,,,
21291,0,0,0,,,,,,,,,,,,,,
21292,0,0,0,,,,,,,,,,,,,,
21293,1,1,2,,,,,,,,,,,,,,
21294,0,0,0,,,,,,,,,,,,,,
21295,0,0,0,,,,,,,,,,,,,,
21296,0,0,0,,,,,,,,,,,,,,
21297,1,1,2,,,,,,,,,,,,,,
21298,1,1,2,,,,,,,,,,,,,,
21299,1,1,2,,,,,,,,,,,,,,
21300,1,1,2,,,,,,,,,,,,,,
21301,0,0,0,,,,,,,,,,,,,,
21302,0,0,0,,,,,,,,,,,,,,
21303,0,1,1,,,,,,,,,,,,,,
21304,1,1,2,,,,,,,,,,,,,,
21305,1,1,2,,,,,,,,,,,,,,
21306,0,0,0,,,,,,,,,,,,,,
21307,0,0,0,,,,,,,,,,,,,,
21308,0,0,0,,,,,,,,,,,,,,
21309,0,0,0,,,,,,,,,,,,,,
21310,1,1,2,,,,,,,,,,,,,,
21311,1,1,2,,,,,,,,,,,,,,
21312,1,1,2,,,,,,,,,,,,,,
21313,0,0,0,,,,,,,,,,,,,,
21314,0,0,0,,,,,,,,,,,,,,
21315,1,1,2,,,,,,,,,,,,,,
21316,0,0,0,,,,,,,,,,,,,,
21317,0,0,0,,,,,,,,,,,,,,
21318,0,0,0,,,,,,,,,,,,,,
21319,0,0,0,,,,,,,,,,,,,,
21320,0,0,0,,,,,,,,,,,,,,
21321,0,0,0,,,,,,,,,,,,,,
21322,1,1,2,,,,,,,,,,,,,,
21323,1,1,2,,,,,,,,,,,,,,
21324,0,0,0,,,,,,,,,,,,,,
21325,1,1,2,,,,,,,,,,,,,,
21326,0,0,0,,,,,,,,,,,,,,
21327,0,0,0,,,,,,,,,,,,,,
21328,1,1,2,,,,,,,,,,,,,,
21329,1,1,2,,,,,,,,,,,,,,
21330,1,1,2,,,,,,,,,,,,,,
21331,1,1,2,,,,,,,,,,,,,,
21332,0,0,0,,,,,,,,,,,,,,
21333,1,1,2,,,,,,,,,,,,,,
21334,1,1,2,,,,,,,,,,,,,,
21335,0,0,0,,,,,,,,,,,,,,
21336,1,1,2,,,,,,,,,,,,,,
21337,1,0,1,,,,,,,,,,,,,,
21338,1,1,2,,,,,,,,,,,,,,
21339,1,0,1,,,,,,,,,,,,,,
21340,0,1,1,,,,,,,,,,,,,,
21341,1,1,2,,,,,,,,,,,,,,
21342,1,1,2,,,,,,,,,,,,,,
21343,0,0,0,,,,,,,,,,,,,,
21344,0,0,0,,,,,,,,,,,,,,
21345,1,1,2,,,,,,,,,,,,,,
21346,0,0,0,,,,,,,,,,,,,,
21347,0,0,0,,,,,,,,,,,,,,
21348,0,1,1,,,,,,,,,,,,,,
21349,0,0,0,,,,,,,,,,,,,,
21350,0,0,0,,,,,,,,,,,,,,
21351,1,1,2,,,,,,,,,,,,,,
21352,0,0,0,,,,,,,,,,,,,,
21353,1,1,2,,,,,,,,,,,,,,
21354,1,1,2,,,,,,,,,,,,,,
21355,0,0,0,,,,,,,,,,,,,,
21356,1,1,2,,,,,,,,,,,,,,
21357,0,0,0,,,,,,,,,,,,,,
21358,0,0,0,,,,,,,,,,,,,,
21359,1,1,2,,,,,,,,,,,,,,
21360,0,0,0,,,,,,,,,,,,,,
21361,1,1,2,,,,,,,,,,,,,,
21362,0,0,0,,,,,,,,,,,,,,
21363,0,0,0,,,,,,,,,,,,,,
21364,1,1,2,,,,,,,,,,,,,,
21365,1,1,2,,,,,,,,,,,,,,
21366,0,0,0,,,,,,,,,,,,,,
21367,1,1,2,,,,,,,,,,,,,,
21368,1,1,2,,,,,,,,,,,,,,
21369,0,0,0,,,,,,,,,,,,,,
21370,1,1,2,,,,,,,,,,,,,,
21371,0,0,0,,,,,,,,,,,,,,
21372,1,1,2,,,,,,,,,,,,,,
21373,0,0,0,,,,,,,,,,,,,,
21374,0,0,0,,,,,,,,,,,,,,
21375,0,0,0,,,,,,,,,,,,,,
21376,0,0,0,,,,,,,,,,,,,,
21377,1,1,2,,,,,,,,,,,,,,
21378,0,0,0,,,,,,,,,,,,,,
21379,1,1,2,,,,,,,,,,,,,,
21380,0,0,0,,,,,,,,,,,,,,
21381,0,0,0,,,,,,,,,,,,,,
21382,1,1,2,,,,,,,,,,,,,,
21383,1,1,2,,,,,,,,,,,,,,
21384,0,0,0,,,,,,,,,,,,,,
21385,1,1,2,,,,,,,,,,,,,,
21386,1,1,2,,,,,,,,,,,,,,
21387,1,1,2,,,,,,,,,,,,,,
21388,0,0,0,,,,,,,,,,,,,,
21389,1,1,2,,,,,,,,,,,,,,
21390,1,1,2,,,,,,,,,,,,,,
21391,1,1,2,,,,,,,,,,,,,,
21392,0,0,0,,,,,,,,,,,,,,
21393,0,0,0,,,,,,,,,,,,,,
21394,0,0,0,,,,,,,,,,,,,,
21395,0,0,0,,,,,,,,,,,,,,
21396,0,0,0,,,,,,,,,,,,,,
21397,0,0,0,,,,,,,,,,,,,,
21398,0,0,0,,,,,,,,,,,,,,
21399,0,0,0,,,,,,,,,,,,,,
21400,1,1,2,,,,,,,,,,,,,,
